start_time,end_time,content,source
1114.8,1116.766,你不要认为有钱是好事,https://youtu.be/xEMC68T6QMo
1121.566,1124.666,很少5年也就挣了几十万块钱,https://youtu.be/xEMC68T6QMo
1125.6,1127.0,给儿子付了个首付,https://youtu.be/xEMC68T6QMo
1127.566,1129.299,买个车办完事,https://youtu.be/xEMC68T6QMo
1129.5,1129.933,嗯,https://youtu.be/xEMC68T6QMo
1129.933,1131.133,钱就花光了,https://youtu.be/xEMC68T6QMo
1132.8,1133.566,那回来呀,https://youtu.be/xEMC68T6QMo
1133.566,1136.099,儿子年龄大了要要说要结婚了,https://youtu.be/xEMC68T6QMo
1136.1,1137.366,你中国是家呀,https://youtu.be/xEMC68T6QMo
1137.966,1138.999,要回祖国呀,https://youtu.be/xEMC68T6QMo
1146.166,1147.199,那个很早了,https://youtu.be/xEMC68T6QMo
1147.666,1149.333,那个全网已经关了啊,https://youtu.be/xEMC68T6QMo
1149.333,1150.333,又换了一个地方,https://youtu.be/xEMC68T6QMo
1150.333,1151.566,换了一个偏僻的,https://youtu.be/xEMC68T6QMo
1151.733,1153.166,呃就是交费很少的,https://youtu.be/xEMC68T6QMo
1154.666,1157.366,17年下半年开始就开始亏损了,https://youtu.be/xEMC68T6QMo
1157.866,1160.133,以前我是怎么说呢,https://youtu.be/xEMC68T6QMo
1160.3,1162.3,硬撑着借钱贷款,https://youtu.be/xEMC68T6QMo
1162.3,1166.133,贷了几十万来补充这个物管的房租,https://youtu.be/xEMC68T6QMo
1168.5,1169.166,那时间,https://youtu.be/xEMC68T6QMo
1169.166,1171.199,不是有人在穿过无名传统功夫,https://youtu.be/xEMC68T6QMo
1171.2,1172.366,骂传统功夫吗,https://youtu.be/xEMC68T6QMo
1172.5,1174.5,这大部分人不相信传统功夫了,https://youtu.be/xEMC68T6QMo
1174.5,1177.1,加上有些人黑传统功夫无关,https://youtu.be/xEMC68T6QMo
1177.166,1179.333,举报你说你消防有问题了,https://youtu.be/xEMC68T6QMo
1179.333,1180.733,这个问题那个问题了,https://youtu.be/xEMC68T6QMo
1184.933,1186.366,传统工作就不太好开了,https://youtu.be/xEMC68T6QMo
1186.366,1187.699,到现在就是这,https://youtu.be/xEMC68T6QMo
1190.066,1193.599,今年由于疫情有一次耽误裁员工作忙,https://youtu.be/xEMC68T6QMo
1193.6,1196.0,有些弟子来学的少了,https://youtu.be/xEMC68T6QMo
1196.1,1198.133,然后十几个弟子还跟我学吧,https://youtu.be/xEMC68T6QMo
1202.366,1204.399,我从小教他功夫很好,https://youtu.be/xEMC68T6QMo
1206.8,1208.0,小朋友随便,https://youtu.be/xEMC68T6QMo
1208.0,1209.866,现在不强调不教他,https://youtu.be/xEMC68T6QMo
1217.066,1219.499,哎现在这一代人他想学就学,https://youtu.be/xEMC68T6QMo
1219.5,1220.666,不想学就拉倒,https://youtu.be/xEMC68T6QMo
